"Group","Year","Month","State","Condition.Group","Condition","ICD10_codes","Age.Group","COVID.19.Deaths","Number.of.Mentions","Flag"
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",65,73,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",62,71,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",120,131,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",206,228,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44",312,376,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",600,705,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",1073,1300,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",2198,2513,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",3515,4122,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",4570,5135,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",6724,7776,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84",5337,6003,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84",7012,7974,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",4393,4841,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",4518,5098,""
"By Year",2020,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",17406,19541,""
"By Year",2021,-1,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages",23339,26850,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","0-24",84,84,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","0-24",144,146,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","25-34",352,354,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","25-34",672,680,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","35-44",1258,1269,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","35-44",2300,2333,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","45-54",3895,3915,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","45-54",6291,6336,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","55-64",9863,9925,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","55-64",13297,13394,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","65-74",16910,17004,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","65-74",19084,19209,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","75-84",17496,17576,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","75-84",16301,16423,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","85+",12751,12795,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","85+",9068,9126,""
"By Year",2020,-1,"United States","Diabetes","Diabetes","E10-E14","All Ages",62611,62924,""
"By Year",2021,-1,"United States","Diabetes","Diabetes","E10-E14","All Ages",67157,67647,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","0-24",167,167,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","0-24",441,442,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","25-34",633,638,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","25-34",1737,1742,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","35-44",1377,1385,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","35-44",3566,3580,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","45-54",2488,2493,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","45-54",5750,5762,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","55-64",3750,3760,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","55-64",7351,7365,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","65-74",3910,3923,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","65-74",6011,6021,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","75-84",2176,2182,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","75-84",2565,2572,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","85+",590,590,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","85+",528,528,""
"By Year",2020,-1,"United States","Obesity","Obesity","E65-E68","All Ages",15092,15139,""
"By Year",2021,-1,"United States","Obesity","Obesity","E65-E68","All Ages",27950,28013,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","0-24",0,0,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","0-24",0,0,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","25-34",0,0,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","25-34",1,1,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","35-44",3,3,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","35-44",0,0,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","45-54",9,9,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","45-54",18,18,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","55-64",132,132,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","55-64",80,80,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","65-74",998,998,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","65-74",638,639,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","75-84",4444,4447,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","75-84",2795,2801,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","85+",9917,9938,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","85+",5798,5820,""
"By Year",2020,-1,"United States","Alzheimer disease","Alzheimer disease","G30","All Ages",15503,15527,""
"By Year",2021,-1,"United States","Alzheimer disease","Alzheimer disease","G30","All Ages",9330,9359,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0,0,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0,0,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",1,1,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",1,1,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",4,4,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",6,6,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",44,44,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",25,25,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",563,563,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",326,327,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",3695,3705,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",2074,2077,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84",12630,12645,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84",7462,7484,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+",25760,25785,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+",14317,14351,""
"By Year",2020,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",42699,42749,""
"By Year",2021,-1,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",24211,24271,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","0-24",42,43,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","0-24",149,151,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","25-34",227,238,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","25-34",697,709,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","35-44",672,686,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","35-44",1952,1998,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","45-54",2010,2067,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","45-54",5140,5285,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","55-64",4945,5104,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","55-64",10604,10996,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","65-74",8993,9356,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","65-74",14755,15531,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","75-84",9927,10414,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","75-84",13189,13970,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","85+",8806,9230,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","85+",9075,9682,""
"By Year",2020,-1,"United States","Renal failure","Renal failure","N17-N19","All Ages",35624,37141,""
"By Year",2021,-1,"United States","Renal failure","Renal failure","N17-N19","All Ages",55561,58322,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",62,174,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",146,385,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",164,438,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",325,868,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",210,546,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",640,1405,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",360,797,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",1097,2135,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",775,1572,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",1959,3424,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",1250,2443,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",2687,4374,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",1658,3296,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",2634,4619,""
"By Year",2020,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",2196,4598,""
"By Year",2021,-1,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",2567,5017,""
